Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Hard To Explain,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.000455,0.408,224333,0.666,0.862,7,0.0889,-6.286,1,0.0578,82.523,4,train
Ode To The Mets,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.341,0.426,351787,0.617,0.181,1,0.101,-5.423,0,0.0289,92.002,4,train
Under Cover of Darkness,The Strokes,2011,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00433,0.35,235547,0.775,0.283,11,0.0676,-3.364,1,0.054,199.866,4,train
What Ever Happened?,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",8.02e-05,0.547,169507,0.596,0.739,11,0.273,-6.044,1,0.0339,116.17,4,train
Why Are Sundays So Depressing,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00258,0.579,275667,0.714,0.0269,0,0.111,-4.455,1,0.0347,109.971,4,train
Machu Picchu,The Strokes,2011,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0132,0.695,209627,0.817,0.097,1,0.0601,-5.294,1,0.0659,105.014,4,train
Brooklyn Bridge To Chorus,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00602,0.628,235947,0.571,9.21e-05,0,0.0833,-3.897,1,0.0628,119.899,4,train
Automatic Stop,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00329,0.675,207133,0.535,0.719,1,0.104,-6.109,1,0.0376,105.921,4,train
Bad Decisions,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0135,0.374,293360,0.922,0.204,0,0.28,-3.4,1,0.056,153.217,4,train
Heart In a Cage,The Strokes,2006,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2.73e-06,0.418,206173,0.857,0.805,8,0.368,-5.133,1,0.0404,140.02,4,train
Welcome To Japan,The Strokes,2013,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00233,0.705,230827,0.666,0.0149,2,0.174,-7.23,0,0.0303,124.032,4,train
Soma,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0747,0.499,153840,0.706,0.00289,0,0.0753,-7.335,1,0.0302,148.928,4,train
The Modern Age,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0116,0.528,208067,0.888,0.756,2,0.154,-6.039,1,0.0326,145.971,4,train
Barely Legal,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00326,0.424,234693,0.884,0.0499,0,0.0903,-6.286,1,0.0365,157.813,4,train
Threat of Joy,The Strokes,2016,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.223,0.59,264725,0.704,0.0825,0,0.103,-7.058,1,0.0284,137.968,4,train
Under Control,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.354,0.406,187307,0.72,0.795,1,0.0541,-4.647,1,0.0291,91.336,4,train
Eternal Summer,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0141,0.617,375320,0.78,0.0112,7,0.0833,-4.466,0,0.0376,93.951,4,train
At The Door,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.858,0.456,310373,0.323,0.00913,10,0.146,-6.764,1,0.0318,116.903,4,train
Not The Same Anymore,The Strokes,2020,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.384,0.353,337333,0.613,0.0123,9,0.103,-5.9,1,0.031,177.375,4,train
Oblivius,The Strokes,2016,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0957,0.468,299233,0.888,0.648,8,0.151,-4.463,1,0.0517,102.959,4,train
"Alone, Together",The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00786,0.515,188640,0.863,0.893,7,0.0616,-5.756,1,0.0308,143.017,4,train
Juicebox,The Strokes,2006,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00166,0.462,194573,0.981,0.00894,2,0.0856,-2.371,0,0.127,154.995,4,train
Trying Your Luck,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00869,0.503,202760,0.687,0.0131,9,0.131,-9.427,0,0.0314,143.902,4,train
One Way Trigger,The Strokes,2013,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.000182,0.516,242293,0.942,0.464,2,0.116,-4.113,1,0.036,95.996,4,train
Razorblade,The Strokes,2006,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00201,0.394,208133,0.859,0.233,9,0.1,-3.851,1,0.0409,136.075,5,train
I Can't Win,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00581,0.472,162040,0.746,0.663,11,0.0999,-4.816,1,0.0321,97.44,4,train
Life Is Simple in the Moonlight,The Strokes,2011,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0126,0.515,255240,0.696,0.000345,6,0.0916,-5.857,0,0.0313,134.893,4,train
Taken for a Fool,The Strokes,2011,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00595,0.569,203240,0.89,0.0112,5,0.226,-4.447,1,0.0559,137.044,4,train
Take It Or Leave It,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.000959,0.43,196067,0.913,0.369,2,0.137,-6.203,0,0.0389,154.06,4,train
Chances,The Strokes,2013,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.365,0.561,216787,0.569,0.611,6,0.109,-9.682,1,0.0289,103.705,4,train
You Talk Way Too Much,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0594,0.304,186267,0.971,0.955,4,0.0799,-3.226,1,0.0351,127.856,4,train
The End Has No End,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.000833,0.531,185560,0.66,0.855,1,0.226,-3.725,1,0.0335,136.027,4,train
Meet Me in the Bathroom,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",6.7e-05,0.427,176160,0.941,0.89,7,0.0772,-3.973,1,0.0336,139.956,4,train
80's Comedown Machine,The Strokes,2013,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00583,0.488,298613,0.503,0.809,0,0.101,-8.89,1,0.0326,144.035,4,train
"I'll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side",The Strokes,2023,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.985,0.468,194651,0.264,0.0109,0,0.172,-9.958,1,0.0503,119.422,4,train
When It Started,The Strokes,2001,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.268,0.721,175200,0.654,0.00392,0,0.15,-8.107,1,0.0329,131.963,4,train
Tap Out,The Strokes,2013,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0176,0.737,222360,0.745,0.381,9,0.306,-5.944,1,0.0351,115.989,4,train
Between Love & Hate,The Strokes,2003,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",6.34e-05,0.455,196573,0.603,0.53,9,0.0966,-4.919,1,0.0255,104.179,4,train
Gratisfaction,The Strokes,2011,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0456,0.644,179200,0.788,0.34,0,0.237,-5.039,1,0.0558,135.437,4,train
Modern Girls & Old Fashion Men,"The Strokes, Regina Spektor",2004,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.0138,0.506,221627,0.604,0.427,9,0.0435,-4.179,1,0.0283,110.921,4,train
On the Other Side,The Strokes,2006,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.00367,0.605,276507,0.811,0.000116,10,0.135,-2.341,1,0.0316,108.992,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Feel Good Inc.,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.00836,0.818,222640,0.705,0.00233,6,0.613,-6.679,1,0.177,138.559,4,train
Clint Eastwood,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",0.0253,0.663,340920,0.694,0.0,10,0.0698,-8.627,0,0.171,167.953,4,train
On Melancholy Hill,Gorillaz,2010,"['alternative hip hop', 'modern rock', 'rock']",1.51e-05,0.689,233867,0.739,0.509,2,0.064,-5.81,1,0.026,120.423,4,train
DARE,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.0229,0.76,245000,0.891,0.0869,11,0.298,-5.852,0,0.0372,120.264,4,train
Rhinestone Eyes,Gorillaz,2010,"['alternative hip hop', 'modern rock', 'rock']",0.0869,0.676,200173,0.703,0.000687,8,0.0463,-5.815,0,0.0302,92.761,4,train
She's My Collar (feat. Kali Uchis),"Gorillaz, Kali Uchis",2017,"['alternative hip hop', 'modern rock', 'rock']",0.00799,0.726,209560,0.815,0.081,11,0.112,-5.886,1,0.0313,140.158,4,train
Dirty Harry,"Gorillaz, Bootie Brown",2005,"['alternative hip hop', 'modern rock', 'rock']",0.0315,0.625,230426,0.877,0.0811,10,0.672,-7.176,0,0.162,192.296,4,train
Empire Ants (feat. Little Dragon),"Gorillaz, Little Dragon",2010,"['alternative hip hop', 'modern rock', 'rock']",0.181,0.601,283573,0.772,0.0543,0,0.0928,-4.137,0,0.031,99.445,4,train
19-2000,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",0.177,0.815,210880,0.72,7.31e-06,7,0.16,-7.311,1,0.0536,89.914,4,train
New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",2023,"['alternative hip hop', 'modern rock', 'rock']",0.0425,0.695,215150,0.923,0.0469,1,0.116,-3.93,0,0.0522,108.014,3,train
Plastic Beach (feat. Mick Jones and Paul Simonon),"Gorillaz, Mick Jones, Paul Simonon",2010,"['alternative hip hop', 'modern rock', 'rock']",0.00252,0.537,227213,0.893,0.0211,0,0.0636,-5.459,1,0.0893,183.78,4,train
Kids with Guns,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.000417,0.838,225773,0.475,0.714,4,0.226,-5.505,0,0.036,106.217,4,train
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2023,"['alternative hip hop', 'modern rock', 'rock']",0.458,0.637,193464,0.768,0.00192,0,0.378,-6.468,1,0.056,94.982,4,train
Tranz,Gorillaz,2018,"['alternative hip hop', 'modern rock', 'rock']",0.0324,0.649,162627,0.883,0.0185,7,0.0658,-5.058,1,0.0306,135.141,4,train
O Green World,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.00201,0.672,275000,0.768,0.905,0,0.136,-7.718,1,0.0347,122.583,4,train
New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",2022,"['alternative hip hop', 'modern rock', 'rock']",0.0425,0.695,215150,0.923,0.0469,1,0.116,-3.93,0,0.0522,108.014,3,train
Stylo (feat. Mos Def and Bobby Womack),"Gorillaz, Bobby Womack, Mos Def",2010,"['alternative hip hop', 'modern rock', 'rock']",0.00604,0.686,270520,0.751,0.000849,10,0.0979,-5.747,0,0.0604,100.222,4,train
El Mañana,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.000988,0.644,235360,0.728,0.0279,9,0.473,-8.396,0,0.029,132.488,4,train
Andromeda (feat. DRAM),"Gorillaz, DRAM",2017,"['alternative hip hop', 'modern rock', 'rock']",0.003,0.788,197547,0.472,0.0322,0,0.59,-9.021,1,0.0475,130.084,4,train
November Has Come,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.0815,0.702,165093,0.567,2.75e-05,7,0.0864,-8.561,1,0.239,84.153,4,train
Humility (feat. George Benson),"Gorillaz, George Benson",2018,"['alternative hip hop', 'modern rock', 'rock']",0.144,0.632,197933,0.807,0.0211,0,0.125,-5.893,1,0.126,160.174,4,train
Cracker Island (feat. Thundercat),"Gorillaz, Thundercat",2022,"['alternative hip hop', 'modern rock', 'rock']",0.00343,0.741,213750,0.913,0.103,2,0.325,-3.34,0,0.0465,120.012,4,train
Saturnz Barz (feat. Popcaan),"Gorillaz, Popcaan",2017,"['alternative hip hop', 'modern rock', 'rock']",0.0272,0.383,181907,0.621,0.0,6,0.427,-5.878,0,0.113,80.051,4,train
Tomorrow Comes Today,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",0.0071,0.751,193600,0.596,0.589,6,0.103,-4.594,1,0.0301,93.213,4,train
New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,"Gorillaz, Tame Impala, Dom Dolla, Bootie Brown",2022,"['alternative hip hop', 'modern rock', 'rock']",0.012,0.716,274142,0.897,0.262,4,0.325,-7.185,0,0.0629,127.03,4,train
New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,"Gorillaz, Tame Impala, Dom Dolla, Bootie Brown",2023,"['alternative hip hop', 'modern rock', 'rock']",0.012,0.716,274142,0.897,0.262,4,0.325,-7.185,0,0.0629,127.03,4,train
Cracker Island (feat. Thundercat),"Gorillaz, Thundercat",2023,"['alternative hip hop', 'modern rock', 'rock']",0.00343,0.741,213750,0.913,0.103,2,0.325,-3.34,0,0.0465,120.012,4,train
Silent Running (feat. Adeleye Omotayo),"Gorillaz, Adeleye Omotayo",2023,"['alternative hip hop', 'modern rock', 'rock']",0.0614,0.659,266338,0.901,9.17e-05,8,0.182,-3.549,1,0.0359,106.997,4,train
Oil (feat. Stevie Nicks),"Gorillaz, Stevie Nicks",2023,"['alternative hip hop', 'modern rock', 'rock']",0.000232,0.631,230141,0.942,6.13e-05,5,0.183,-3.713,1,0.0661,127.025,4,train
Superfast Jellyfish (feat. Gruff Rhys and De La Soul),"Gorillaz, Gruff Rhys, De La Soul, Dave Jolicoeur, Kelvin Mercer, Vincent Mason",2010,"['alternative hip hop', 'modern rock', 'rock']",0.0598,0.705,174867,0.751,2.51e-06,7,0.907,-4.767,1,0.287,80.727,4,train
Ascension (feat. Vince Staples),"Gorillaz, Vince Staples",2017,"['alternative hip hop', 'modern rock', 'rock']",0.594,0.676,155973,0.905,0.0,1,0.154,-2.569,1,0.147,152.186,4,train
Rock the House,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",0.0748,0.754,249200,0.825,7.18e-05,2,0.169,-6.498,1,0.237,171.953,4,train
Souk Eye,Gorillaz,2018,"['alternative hip hop', 'modern rock', 'rock']",0.43,0.64,274760,0.853,0.711,2,0.156,-7.996,0,0.031,124.122,4,train
Sleeping Powder,Gorillaz,2017,"['alternative hip hop', 'modern rock', 'rock']",0.174,0.722,166482,0.597,0.183,4,0.181,-5.964,0,0.0264,103.975,4,train
5/4,Gorillaz,2001,"['alternative hip hop', 'modern rock', 'rock']",0.0948,0.798,162080,0.922,0.000274,0,0.0698,-3.382,1,0.0364,96.4,5,train
Broken,Gorillaz,2010,"['alternative hip hop', 'modern rock', 'rock']",0.00452,0.493,197053,0.918,0.0858,0,0.427,-4.618,1,0.034,158.897,4,train
The Valley of The Pagans (feat. Beck),"Gorillaz, Beck",2020,"['alternative hip hop', 'modern rock', 'rock']",0.0778,0.75,181029,0.856,3.65e-05,2,0.117,-5.802,1,0.0457,130.034,4,train
Last Living Souls,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.0283,0.849,195400,0.536,0.45,9,0.0659,-5.596,0,0.0582,137.068,4,train
Pac-Man (feat. ScHoolboy Q),"Gorillaz, ScHoolboy Q",2020,"['alternative hip hop', 'modern rock', 'rock']",0.273,0.762,192880,0.809,3.99e-05,7,0.333,-5.454,0,0.0961,96.042,4,train
Baby Queen,Gorillaz,2023,"['alternative hip hop', 'modern rock', 'rock']",0.00186,0.533,220106,0.855,0.375,0,0.0567,-4.747,1,0.0388,75.011,4,train
Every Planet We Reach Is Dead,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.0168,0.579,295267,0.493,0.0133,4,0.0752,-7.062,0,0.0271,88.172,4,train
To Binge (feat. Little Dragon),"Gorillaz, Little Dragon",2010,"['alternative hip hop', 'modern rock', 'rock']",0.58,0.576,235707,0.511,3.89e-05,2,0.261,-7.006,1,0.0315,206.473,4,train
All Alone,"Gorillaz, Martina Topley-Bird, Roots Manuva",2005,"['alternative hip hop', 'modern rock', 'rock']",0.00144,0.585,213333,0.809,0.35,7,0.272,-7.837,1,0.125,148.151,4,train
Momentary Bliss (feat. slowthai and Slaves),"Gorillaz, slowthai, SOFT PLAY",2020,"['alternative hip hop', 'modern rock', 'rock']",0.0845,0.642,221386,0.806,2.24e-05,9,0.64,-6.73,1,0.239,158.059,4,train
Strobelite (feat. Peven Everett),"Gorillaz, Peven Everett",2017,"['alternative hip hop', 'modern rock', 'rock']",0.0409,0.64,272667,0.864,1.55e-06,4,0.136,-4.909,0,0.0869,105.107,4,train
Fire Flies,Gorillaz,2018,"['alternative hip hop', 'modern rock', 'rock']",0.278,0.346,233373,0.511,0.0456,4,0.122,-10.022,0,0.044,134.927,3,train
Fire Coming out of the Monkey's Head,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.333,0.769,199000,0.621,0.00233,9,0.157,-7.874,0,0.107,100.25,4,train
Busted and Blue,Gorillaz,2017,"['alternative hip hop', 'modern rock', 'rock']",0.876,0.183,277053,0.458,0.776,2,0.355,-9.651,0,0.0459,69.352,4,train
Kansas,Gorillaz,2018,"['alternative hip hop', 'modern rock', 'rock']",0.0725,0.641,248493,0.792,0.513,7,0.175,-6.453,1,0.0272,87.069,4,train
The Pink Phantom (feat. Elton John and 6LACK),"Gorillaz, Elton John, 6LACK",2020,"['alternative hip hop', 'modern rock', 'rock']",0.498,0.485,253127,0.484,0.000325,0,0.0607,-8.156,1,0.0348,64.474,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Stressed Out,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0462,0.734,202333,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,train
Ride,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.00835,0.645,214507,0.713,0.0,6,0.113,-5.355,1,0.0393,74.989,4,train
Heathens,Twenty One Pilots,2016,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0841,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,train
Next Semester,Twenty One Pilots,2024,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0225,0.234,234400,0.823,1.7e-05,4,0.11,-5.042,1,0.135,174.916,4,train
Tear in My Heart,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0189,0.655,188493,0.632,0.0,2,0.0722,-4.802,1,0.0489,120.113,4,train
Overcompensate,Twenty One Pilots,2024,"['modern rock', 'pop', 'pov: indie', 'rock']",0.00992,0.363,236000,0.891,0.00183,5,0.134,-5.563,0,0.0978,95.089,4,train
Chlorine,Twenty One Pilots,2018,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0735,0.609,324467,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,train
Heavydirtysoul,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.00397,0.613,234813,0.873,0.00111,7,0.367,-6.376,0,0.0449,129.989,4,train
House of Gold,Twenty One Pilots,2013,"['modern rock', 'pop', 'pov: indie', 'rock']",0.445,0.68,163880,0.693,0.0,0,0.208,-7.234,1,0.0435,114.948,4,train
Doubt,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.121,0.719,191493,0.645,0.00316,2,0.362,-6.141,0,0.0358,123.02,4,train
Car Radio,Twenty One Pilots,2013,"['modern rock', 'pop', 'pov: indie', 'rock']",0.098,0.766,267720,0.519,0.0,9,0.0855,-7.355,0,0.0366,129.972,4,train
Migraine,Twenty One Pilots,2013,"['modern rock', 'pop', 'pov: indie', 'rock']",0.11,0.69,239015,0.678,0.0,0,0.246,-6.52,1,0.154,173.995,4,train
Holding on to You,Twenty One Pilots,2013,"['modern rock', 'pop', 'pov: indie', 'rock']",0.241,0.608,263733,0.776,0.0,11,0.0713,-3.635,1,0.0511,89.996,4,train
Overcompensate (edit),Twenty One Pilots,2024,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0132,0.388,190733,0.881,0.000244,1,0.131,-5.281,1,0.12,95.155,4,train
Shy Away,Twenty One Pilots,2021,"['modern rock', 'pop', 'pov: indie', 'rock']",0.000818,0.588,175044,0.856,0.0739,9,0.238,-5.242,0,0.0316,96.966,4,train
My Blood,Twenty One Pilots,2018,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0563,0.749,229120,0.723,0.022,1,0.0977,-6.609,1,0.0432,108.999,4,train
Nico and the Niners,Twenty One Pilots,2018,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0699,0.728,225040,0.602,7.01e-06,9,0.318,-7.748,0,0.185,140.081,4,train
Saturday,Twenty One Pilots,2021,"['modern rock', 'pop', 'pov: indie', 'rock']",0.00396,0.687,172232,0.89,0.000939,8,0.0436,-5.99,1,0.0344,113.06,4,train
Jumpsuit,Twenty One Pilots,2018,"['modern rock', 'pop', 'pov: indie', 'rock']",0.00849,0.62,238560,0.61,0.162,11,0.205,-8.329,0,0.0373,127.052,4,train
Guns for Hands,Twenty One Pilots,2013,"['modern rock', 'pop', 'pov: indie', 'rock']",0.00694,0.684,273336,0.858,0.000167,1,0.0828,-4.266,1,0.0342,129.963,4,train
Lane Boy,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0573,0.616,253093,0.811,1.57e-05,7,0.0566,-4.804,1,0.0626,159.929,4,train
Hometown,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0577,0.683,234947,0.753,0.00208,2,0.357,-5.564,0,0.0317,120.03,4,train
Level of Concern,Twenty One Pilots,2020,"['modern rock', 'pop', 'pov: indie', 'rock']",0.32,0.754,220051,0.583,0.00015,4,0.144,-7.34,0,0.0432,122.012,4,train
Fairly Local,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0396,0.715,207160,0.723,8.57e-05,6,0.084,-5.993,0,0.0569,114.985,4,train
The Judge,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.177,0.423,297760,0.797,0.0,0,0.137,-4.659,1,0.124,82.617,4,train
The Outside,Twenty One Pilots,2021,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0505,0.785,216759,0.623,0.125,11,0.0539,-6.923,1,0.0403,100.991,4,train
Morph,Twenty One Pilots,2018,"['modern rock', 'pop', 'pov: indie', 'rock']",0.0747,0.734,258853,0.607,0.000577,8,0.0968,-7.249,0,0.0806,90.023,4,train
We Don't Believe What's on TV,Twenty One Pilots,2015,"['modern rock', 'pop', 'pov: indie', 'rock']",0.23,0.547,177200,0.936,3.04e-06,9,0.172,-4.023,1,0.102,120.003,4,train
